Station;Station alias;Date established;Date closed;Declared reporting status;Calculated reporting status;Station type;WIGOS Station Identifier(s);WMO Region;Country;Latitude;Longitude;Elevation;Geopositioning method;Time zone;Supervising organization;Station URL;Other link (URL);Site description;Climate zone;Predominant surface cover;Surface roughness;Topography or bathymetry;Population in 10km/50km;Programs/Network affiliation
ENUGU;;1951-01-01;;Operational;Operational;Land (fixed);0-20000-0-65257|primary;Africa;Nigeria;6.4666666667;7.55;;;;NMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(S):Operational
KANO;;1905-01-01;;Operational;Operational;Land (fixed);0-20000-0-65046|primary;Africa;Nigeria;12.05;8.5333333333;;;;NMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);RBCN;RBSN(ST);RSD;SOLRA;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection; Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
LAGOS/OSHODI;;;;Operational;Operational;Land (fixed);0-20000-0-65202|primary;Africa;Nigeria;6.5;3.3833333333;19;;;NMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T);SOLRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;GOS:Operational, RBSN(T):Operational
MAIDUGURI;;1910-01-01;;Operational;Operational;Land (fixed);0-20000-0-65082|primary;Africa;Nigeria;11.85;13.0833333333;;;;NMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(S):Operational
YOLA;;1904-01-01;;Operational;Operational;Land (fixed);0-20000-0-65167|primary;Africa;Nigeria;9.2333333333;12.4666666667;;;;NMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
FUNCHAL;Funchal / Observatório;1864-01-01;2019-01-30;Operational;Operational;Land (fixed);0-20000-0-08522|primary;Africa;Portugal;32.64753;-16.89248;58;;;PIM;http://www.jcommops.org/board/wa/Platform?ref=1301000;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;OZONE;RADSAMP;RBCN;RBSN(ST);SEA/SWELL;SEATEMP{002};SOILTEMP;SUNDUR;WT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Ozone observations; Radioactive sampling; Sea and swell observations.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
GOUGH ISLAND;;1955-01-01;;Operational;Operational;Land (fixed);0-20000-0-68906|primary;Africa;Saint Helena;-40.3495;-9.8804;54;GPS;UTC;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: ANTON;ANTON(T);AUT;C;CLIMAT(C);GSN;GUAN;RBCN;RBSN(S);SEA/SWELL;SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Sea and swell observations; Solar radiation measurements.";;Water bodies(Surface cover types (GlobCover2009));;(unknown) at Lowest relative elevation within hills of very low altitude;;ANTON:Operational, ANTON(T):Operational, CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(S):Operational
DAKAR/YOFF;;1898-01-01;;Operational;Operational;Land (fixed);0-20000-0-61641|primary;Africa;Senegal;14.73;-17.5;24.49;;;DMNS;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;GUAN;M/B;RBCN;RBSN(ST);RSD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
TAMBACOUNDA;;1941-01-01;;Operational;Operational;Land (fixed);0-20000-0-61687|primary;Africa;Senegal;13.7697222222;-13.6797222222;48.68;;;DMNS;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;M/B;RBCN;RBSN(ST);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
SEYCHELLES INTER. AIRPORT (RAWINSONDE STATION);;;;Operational;Operational;Land (fixed);0-20000-0-63985|primary;Africa;Seychelles;-4.6833333333;55.5166666667;4;;;SMA (Seychelles);;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: GUAN;OZONE (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Ozone observations.";;;;;;GOS:Operational, GUAN:Operational
BLOEMFONTEIN AIRPORT;;1959-01-01;;Operational;Operational;Land (fixed);0-20000-0-68442|primary;Africa;South Africa;-29.1039;26.2981;1354;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;METAR;NO WIND;RBCN;RBSN(S);SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Steppe - Cold arid;Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009));;(unknown) at Middle relative elevation within rises of high altitude;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
CAPE TOWN INTNL. AIRPORT;;1945-01-01;;Operational;Operational;Land (fixed);0-20000-0-68816|primary;Africa;South Africa;-33.9631;18.6023;42;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;GUAN;METAR;RBCN;RBSN(S);SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Warm temperate - Dry and warm summer;Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009));;(unknown) at Low relative elevation within hills of very low altitude;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(S):Operational
DE AAR;;1939-01-01;;Operational;Operational;Land (fixed);0-20000-0-68538|primary;Africa;South Africa;-30.6651;23.9927;1286;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);GSN;METAR;NO WIND;RBCN;RBSN(S);SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Steppe - Cold arid;Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009));;(unknown) at Middle relative elevation within hills of high altitude;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational, WRO:Operational
KING SHAKA INT'L AIRPORT;;2009-11-17;;Operational;Operational;Land (fixed);0-20000-0-68592|primary;Africa;South Africa;-29.6018;31.1239;105;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;GUAN;RBCN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";Warm Temperate - Fully humid - Hot summer;Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009));;(unknown) at Middle relative elevation within valleys of very low altitude;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational
MARION ISLAND;;1948-03-01;;Operational;Operational;Land (fixed);0-20000-0-68994|primary;Africa;South Africa;-46.8767;37.8587;24;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: ANTON;ANTON(T);AUT;C;CLIMAT(C);GSN;GUAN;RBCN;RBSN(S);SEA/SWELL;SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Sea and swell observations; Solar radiation measurements.";;Water bodies(Surface cover types (GlobCover2009));;(unknown) at Lowest relative elevation within rises of low altitude;;ANTON:Operational, ANTON(T):Operational, CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(S):Operational
POLOKWANE;;1952-10-01;;Operational;Operational;Land (fixed);0-20000-0-68174|primary;Africa;South Africa;-23.8576;29.4517;1226;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);GSN;METAR;RBCN;RBSN(S);SOLRA;SUNDUR;SUNDUR;UPPER AIR PROGRAM TEMPORARILY SUSPENDED*;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Steppe - Cold arid;Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009));;(unknown) at Middle relative elevation within valleys of high altitude;;GOS:Operational, GSN:Operational, WRO:Operational
PORT ELIZABETH;;1909-09-01;;Operational;Operational;Land (fixed);0-20000-0-68842|primary;Africa;South Africa;-33.9864;25.6164;59;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;METAR;RBCN;RBSN(S);SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Steppe - Hot arid;Open (15-40%) broadleaved deciduous forest/woodland (>5m)(Surface cover types (GlobCover2009));;(unknown) at Low relative elevation within valleys of very low altitude;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
PRETORIA (IRENE);;1974-01-01;;Operational;Operational;Land (fixed);0-20000-0-68263|primary;Africa;South Africa;-25.9105;28.2106;1524;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;METAR;RBCN;RBSN(T);SOLRA;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Warm Temperate - Dry winter - Warm summer;Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009));;(unknown) at Middle relative elevation within hills of high altitude;;GOS:Operational, RBCN:Operational, RBSN(T):Operational
UPINGTON;;1928-04-01;;Operational;Operational;Land (fixed);0-20000-0-68424|primary;Africa;South Africa;-28.4111;21.2641;840;GPS;UTC+2;SAWS;www.weathersa.co.za;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);GSN;METAR;RBCN;RBSN(S);SOLRA;SUNDUR;UPPER AIR PROGRAM TEMPORARILY SUSPENDED*;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";Desert - Hot arid;Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009));;(unknown) at Middle relative elevation within rises of middle altitude;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
MALKAL;;1915-01-01;;Operational;Operational;Land (fixed);0-20000-0-62840|primary;Africa;South Sudan;9.55;31.65;387;;;;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;M/B;RBCN;RBSN(S);SOILTEMP;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
TENERIFE-GUIMAR;;2003-01-01;;Operational;Operational;Land (fixed);0-20000-0-60018|primary;Africa;Spain;28.3183333333;-16.3822222222;105;;;AEMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: GUAN;RBSN(T);WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, GUAN:Operational, RBSN(T):Operational
DONGOLA;;1944-01-01;;Operational;Operational;Land (fixed);0-20000-0-62650|primary;Africa;Sudan;19.1666666667;30.4833333333;226;;;SMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);EVAP;GSN;M/B;RBCN;RBSN(S);SOILTEMP;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
